Input,LPFilter,HPFilter,DerivativeF,SQRFilter,MVAFilter,RBeat,RunningThI1,SignalLevel,NoiseLevel,RunningThF
-34,-51,0,1,1,44,0,9,31,2,18
-35,-48,0,1,1,44,0,9,31,2,18
-33,-46,1,0,0,44,0,9,31,2,18
-32,-44,2,0,0,44,0,9,31,2,18
-28,-42,2,0,0,44,0,9,31,2,18
-26,-40,3,0,0,43,0,9,31,2,18
-23,-38,4,0,0,41,0,9,31,2,18
-21,-36,4,0,0,37,0,9,31,2,18
-20,-34,5,0,0,32,0,9,31,2,18
-17,-32,5,0,0,28,0,9,31,2,18
-17,-30,6,0,0,25,0,9,31,2,18
-17,-27,6,0,0,25,0,9,31,2,18
-17,-25,6,0,0,24,0,9,31,2,18
-19,-24,7,0,0,23,0,9,31,2,18
-24,-22,7,0,0,20,0,9,31,2,18
-32,-22,8,0,0,15,0,9,31,2,18
-41,-23,8,0,0,10,0,9,31,2,18
-49,-25,8,0,0,6,0,9,31,2,18
-56,-29,8,0,0,3,0,9,31,2,18
-63,-33,9,0,0,1,0,9,31,2,18
-69,-40,9,0,0,1,0,9,31,2,18
-76,-47,10,0,0,0,0,9,31,2,18
-82,-54,10,0,0,0,0,9,31,2,18
-86,-62,11,0,0,0,0,9,31,2,18
-90,-70,12,0,0,0,0,9,31,2,18
-93,-77,13,1,1,0,0,9,31,2,18
-94,-84,14,1,1,0,0,9,31,2,18
-94,-90,15,1,1,0,0,9,31,2,18
-95,-94,17,1,1,0,0,9,31,2,18
-93,-98,18,1,1,0,0,9,31,2,18
-92,-101,20,1,1,0,0,9,31,2,18
-92,-103,21,1,1,0,1052,4,33,2,9
-89,-104,22,1,1,0,0,4,33,2,9
-87,-105,22,1,1,0,0,4,33,2,9
-85,-104,21,0,0,0,0,4,33,2,9
-82,-103,20,-1,1,0,0,4,33,2,9
-81,-102,17,-2,4,0,0,4,33,2,9
-79,-100,15,-3,9,0,0,4,33,2,9
-78,-98,12,-3,9,1,0,4,33,2,9
-78,-96,9,-4,16,1,0,4,33,2,9
-76,-94,5,-4,16,2,0,4,33,2,9
-75,-92,3,-4,16,2,0,4,33,2,9
-73,-90,0,-4,16,3,0,4,33,2,9
-71,-89,-2,-4,16,3,0,4,33,2,9
-70,-87,-3,-3,9,4,0,4,33,2,9
-70,-86,-4,-3,9,4,0,4,33,2,9
-69,-84,-4,-2,4,4,0,4,33,2,9
-68,-83,-4,-1,1,4,0,4,33,2,9
-70,-82,-4,-1,1,4,0,4,33,2,9
-70,-81,-3,0,0,4,0,4,33,2,9
-70,-80,-2,0,0,4,0,4,33,2,9
-69,-79,-1,1,1,4,0,4,33,2,9
-68,-79,0,1,1,4,0,4,33,2,9
-68,-79,2,1,1,4,0,4,33,2,9
-66,-78,3,1,1,4,0,4,33,2,9
-63,-78,5,1,1,4,0,4,33,2,9
-63,-77,6,1,1,4,0,4,33,2,9
-65,-77,7,1,1,4,0,4,33,2,9
-66,-76,8,1,1,4,0,4,33,2,9
-67,-75,8,1,1,4,0,4,33,2,9
-65,-74,9,0,0,4,0,4,33,2,9
-64,-74,9,0,0,4,0,4,33,2,9
-62,-74,10,0,0,4,0,4,33,2,9
-60,-73,10,0,0,4,0,4,33,2,9
-61,-73,10,0,0,4,0,4,33,2,9
-61,-72,10,0,0,4,0,4,33,2,9
-63,-72,10,0,0,4,0,4,33,2,9
-63,-71,10,0,0,4,0,4,33,2,9
-62,-71,9,-1,1,3,0,4,33,2,9
-62,-70,9,-1,1,3,0,4,33,2,9
-62,-70,9,-1,1,2,0,4,33,2,9
-62,-70,9,-1,1,2,0,4,33,2,9
-62,-70,9,0,0,1,0,4,33,2,9
-61,-70,9,0,0,1,0,4,33,2,9
-62,-70,10,0,0,0,0,4,33,2,9
-62,-70,10,0,0,0,0,4,33,2,9
-62,-70,11,0,0,0,0,4,33,2,9
-63,-70,11,0,0,0,0,4,33,2,9
-63,-70,11,0,0,0,0,4,33,2,9
-63,-70,11,0,0,0,0,4,33,2,9
-63,-70,11,0,0,0,0,4,33,2,9
-63,-71,12,0,0,0,0,4,33,2,9
-63,-71,12,0,0,0,0,4,33,2,9
-62,-71,12,0,0,0,0,4,33,2,9
-61,-71,12,0,0,0,0,4,33,2,9
-61,-71,13,0,0,0,0,9,33,2,19
-60,-71,13,0,0,0,0,9,33,2,19
-59,-70,13,0,0,0,0,9,33,2,19
-58,-70,13,0,0,0,0,9,33,2,19
-58,-69,13,0,0,0,0,9,33,2,19
-57,-69,13,0,0,0,0,9,33,2,19
-55,-68,13,0,0,0,0,9,33,2,19
-55,-67,13,0,0,0,0,9,33,2,19
-53,-66,13,0,0,0,0,9,33,2,19
-52,-65,13,0,0,0,0,9,33,2,19
-52,-64,12,-1,1,0,0,9,33,2,19
-53,-63,12,-1,1,0,0,9,33,2,19
-53,-62,11,-1,1,0,0,9,33,2,19
-52,-61,10,-1,1,0,0,9,33,2,19
-52,-61,10,-1,1,0,0,9,33,2,19
-50,-60,9,-1,1,0,0,9,33,2,19
-50,-60,9,-1,1,0,0,9,33,2,19
-50,-59,8,-1,1,0,0,9,33,2,19
-51,-59,8,-1,1,0,0,9,33,2,19
-53,-58,8,-1,1,0,0,9,33,2,19
-53,-58,8,-1,1,0,0,9,33,2,19
-53,-58,7,-1,1,0,0,9,33,2,19
-52,-58,7,-1,1,0,0,9,33,2,19
-50,-58,7,-1,1,0,0,9,33,2,19
-50,-59,7,-1,1,0,0,9,33,2,19
-48,-59,7,0,0,0,0,9,33,2,19
-48,-58,7,0,0,0,0,9,33,2,19
-48,-58,7,0,0,0,0,9,33,2,19
-47,-57,7,0,0,0,0,9,33,2,19
-47,-57,7,0,0,0,0,9,33,2,19
-49,-56,7,0,0,0,0,9,33,2,19
-51,-55,7,0,0,0,0,9,33,2,19
-55,-55,6,-1,1,0,0,9,33,2,19
-58,-55,6,-1,1,0,0,9,33,2,19
-59,-56,6,-1,1,0,0,9,33,2,19
-60,-58,6,-1,1,0,0,9,33,2,19
-60,-59,5,-1,1,0,0,9,33,2,19
-60,-61,5,-1,1,0,0,9,33,2,19
-60,-63,4,-1,1,0,0,9,33,2,19
-60,-65,4,-1,1,0,0,9,33,2,19
-61,-66,4,-1,1,0,0,9,33,2,19
-63,-67,4,-1,1,0,0,9,33,2,19
-65,-68,5,0,0,0,0,9,33,2,19
-65,-69,5,0,0,0,0,9,33,2,19
-60,-69,6,0,0,0,0,9,33,2,19
-45,-69,7,0,0,0,0,9,33,2,19
-17,-68,8,1,1,0,0,9,33,2,19
25,-64,8,1,1,0,0,9,33,2,19
70,-55,8,0,0,0,0,9,33,2,19
90,-41,8,0,0,0,0,9,33,2,19
68,-24,7,-1,1,0,0,9,33,2,19
30,-4,6,-1,1,0,0,9,33,2,19
-2,15,4,-2,4,0,0,9,33,2,19
-27,29,2,-2,4,0,0,9,33,2,19
-46,35,0,-3,9,1,0,9,33,2,19
-60,32,-3,-3,9,1,0,9,33,2,19
-69,21,-4,-3,9,1,0,9,33,2,19
-77,4,-6,-3,9,1,0,9,33,2,19
-79,-16,-7,-3,9,2,0,9,33,2,19
-81,-36,-7,-2,4,2,0,9,33,2,19
-84,-54,-7,-1,1,2,0,9,33,2,19
-84,-68,-7,-1,1,2,0,9,33,2,19
-84,-77,-6,0,0,2,0,9,33,2,19
-83,-84,-3,1,1,2,0,9,33,2,19
-79,-88,2,2,4,2,0,9,33,2,19
-78,-91,9,5,25,3,0,9,33,2,19
-76,-92,18,7,49,4,0,9,33,2,19
-75,-92,29,10,100,8,0,9,33,2,19
-73,-91,39,11,121,12,0,9,33,2,19
-71,-90,46,11,121,16,0,9,33,2,19
-70,-88,50,10,100,19,0,9,33,2,19
-69,-86,48,6,36,20,0,9,33,2,19
-65,-85,43,1,1,20,0,9,33,2,19
-62,-83,34,-4,16,21,0,9,33,2,19
-61,-80,24,-9,81,23,0,9,33,2,19
-59,-78,14,-11,121,27,0,9,33,2,19
-55,-76,5,-12,144,32,0,9,33,2,19
-52,-74,-2,-12,144,37,0,9,33,2,19
-52,-71,-6,-10,100,40,0,9,33,2,19
-50,-69,-9,-8,64,42,0,9,33,2,19
-50,-66,-11,-5,25,43,0,9,33,2,19
-49,-64,-12,-4,16,44,0,9,33,2,19
-46,-61,-12,-2,4,44,0,9,33,2,19
-44,-59,-12,-1,1,44,0,9,33,2,19
-42,-58,-10,0,0,43,0,9,33,2,19
-40,-56,-9,1,1,43,0,9,33,2,19
-39,-54,-6,1,1,43,0,9,33,2,19
-37,-52,-4,2,4,43,0,9,33,2,19
-35,-50,-2,2,4,43,0,9,33,2,19
-32,-48,0,2,4,43,0,9,33,2,19
-29,-46,2,2,4,43,0,9,33,2,19
-27,-44,3,2,4,43,0,9,33,2,19
-21,-41,4,1,1,43,0,9,33,2,19
-19,-39,4,1,1,43,0,9,33,2,19
-19,-36,5,0,0,43,0,9,33,2,19
-19,-33,6,0,0,42,0,9,33,2,19
-18,-30,6,0,0,40,0,9,33,2,19
-15,-27,6,0,0,37,0,9,33,2,19
-14,-25,7,0,0,33,0,9,33,2,19
-13,-23,7,0,0,29,0,9,33,2,19
-14,-21,6,0,0,25,0,9,33,2,19
-15,-20,6,-1,1,24,0,9,33,2,19
-19,-19,6,-1,1,24,0,9,33,2,19
-23,-18,6,-1,1,24,0,9,33,2,19
-26,-19,6,0,0,21,0,9,33,2,19
-33,-20,6,0,0,17,0,9,33,2,19
-42,-22,6,0,0,12,0,9,33,2,19
-49,-25,6,0,0,7,0,9,33,2,19
-57,-29,7,0,0,4,0,9,33,2,19
-65,-35,7,0,0,2,0,9,33,2,19
-71,-41,8,0,0,1,0,9,33,2,19
-74,-48,9,0,0,1,0,9,33,2,19
-77,-56,10,1,1,0,0,9,33,2,19
-83,-63,12,1,1,0,0,9,33,2,19
-88,-70,13,1,1,1,0,9,33,2,19
-92,-77,15,1,1,1,0,9,33,2,19
-92,-83,16,1,1,1,0,9,33,2,19
-92,-88,17,1,1,0,0,9,33,2,19
-91,-92,18,1,1,0,0,9,33,2,19
-91,-96,19,1,1,0,0,9,33,2,19
-88,-99,20,1,1,0,0,9,33,2,19
-88,-101,20,1,1,0,0,9,33,2,19
-89,-102,20,0,0,0,1228,5,34,2,10
-88,-102,20,0,0,0,0,5,34,2,10
-85,-102,19,-1,1,0,0,5,34,2,10
-84,-101,17,-1,1,0,0,5,34,2,10
-83,-100,15,-2,4,0,0,5,34,2,10
-80,-99,12,-3,9,0,0,5,34,2,10
-78,-98,10,-3,9,1,0,5,34,2,10
-77,-96,7,-4,16,1,0,5,34,2,10
-75,-95,5,-4,16,2,0,5,34,2,10
-72,-93,2,-4,16,2,0,5,34,2,10
-72,-91,0,-4,16,3,0,5,34,2,10
-73,-89,-1,-3,9,3,0,5,34,2,10
-72,-87,-2,-3,9,3,0,5,34,2,10
-71,-85,-3,-2,4,4,0,5,34,2,10
-70,-84,-4,-2,4,4,0,5,34,2,10
-70,-83,-4,-1,1,4,0,5,34,2,10
-70,-82,-3,-1,1,4,0,5,34,2,10
-70,-81,-2,0,0,4,0,5,34,2,10
-69,-81,-1,1,1,4,0,5,34,2,10
-68,-80,0,1,1,4,0,5,34,2,10
-67,-79,1,1,1,4,0,5,34,2,10
-66,-79,2,1,1,4,0,5,34,2,10
-66,-78,3,1,1,4,0,5,34,2,10
-65,-78,4,1,1,4,0,5,34,2,10
-65,-77,5,1,1,4,0,5,34,2,10
-66,-76,6,1,1,4,0,5,34,2,10
-67,-76,7,1,1,4,0,5,34,2,10
-65,-75,8,1,1,4,0,5,34,2,10
-65,-75,9,1,1,4,0,5,34,2,10
-65,-74,10,1,1,4,0,5,34,2,10
-65,-74,10,1,1,4,0,5,34,2,10
-65,-74,10,0,0,4,0,5,34,2,10
-65,-74,10,0,0,4,0,5,34,2,10
-66,-74,10,0,0,4,0,5,34,2,10
-65,-74,9,-1,1,4,0,5,34,2,10
-64,-74,9,-1,1,3,0,5,34,2,10
-61,-74,9,-1,1,3,0,5,34,2,10
-61,-73,9,-1,1,3,0,5,34,2,10
-63,-73,9,0,0,2,0,5,34,2,10
-63,-73,9,0,0,2,0,5,34,2,10
-61,-72,9,0,0,1,0,5,34,2,10
-59,-71,10,0,0,1,0,5,34,2,10
-58,-71,10,0,0,0,0,5,34,2,10
-60,-70,10,0,0,0,0,5,34,2,10
-59,-69,10,0,0,0,0,5,34,2,10
-60,-69,11,0,0,0,0,5,34,2,10
-59,-68,11,0,0,0,0,5,34,2,10
-59,-68,11,0,0,0,0,5,34,2,10
-59,-68,11,0,0,0,0,5,34,2,10
-59,-67,11,0,0,0,0,5,34,2,10
-57,-67,11,0,0,0,0,5,34,2,10
-58,-67,11,0,0,0,0,5,34,2,10
-58,-67,11,0,0,0,0,5,34,2,10
-58,-67,11,0,0,0,0,5,34,2,10
-56,-66,11,0,0,0,0,10,34,2,20
-56,-66,11,0,0,0,0,10,34,2,20
-56,-66,12,0,0,0,0,10,34,2,20
-56,-65,12,0,0,0,0,10,34,2,20
-54,-65,12,0,0,0,0,10,34,2,20
-54,-64,12,0,0,0,0,10,34,2,20
-55,-64,12,0,0,0,0,10,34,2,20
-54,-63,12,0,0,0,0,10,34,2,20
-54,-63,12,0,0,0,0,10,34,2,20
-53,-62,11,-1,1,0,0,10,34,2,20
-51,-62,11,-1,1,0,0,10,34,2,20
-49,-61,11,-1,1,0,0,10,34,2,20
-48,-61,10,-1,1,0,0,10,34,2,20
-49,-60,10,-1,1,0,0,10,34,2,20
-49,-59,9,-1,1,0,0,10,34,2,20
-50,-58,9,-1,1,0,0,10,34,2,20
-48,-57,9,-1,1,0,0,10,34,2,20
-47,-56,8,-1,1,0,0,10,34,2,20
-46,-56,8,-1,1,0,0,10,34,2,20
-44,-55,8,-1,1,0,0,10,34,2,20
-45,-55,7,-1,1,0,0,10,34,2,20
-48,-54,7,-1,1,0,0,10,34,2,20
-50,-54,7,-1,1,0,0,10,34,2,20
-51,-53,7,-1,1,0,0,10,34,2,20
-53,-54,6,-1,1,0,0,10,34,2,20
-55,-54,6,-1,1,0,0,10,34,2,20
-55,-55,6,-1,1,0,0,10,34,2,20
-57,-56,6,-1,1,0,0,10,34,2,20
-59,-58,5,-1,1,0,0,10,34,2,20
-61,-60,5,-1,1,0,0,10,34,2,20
-62,-62,5,-1,1,0,0,10,34,2,20
-63,-63,5,-1,1,0,0,10,34,2,20
-63,-65,6,0,0,0,0,10,34,2,20
-63,-66,6,0,0,0,0,10,34,2,20
-67,-68,6,0,0,0,0,10,34,2,20
-72,-70,7,0,0,0,0,10,34,2,20
-74,-71,7,0,0,0,0,10,34,2,20
-72,-73,8,0,0,0,0,10,34,2,20
-61,-74,8,0,0,0,0,10,34,2,20
-35,-75,9,0,0,0,0,10,34,2,20
5,-72,9,0,0,0,0,10,34,2,20
52,-66,10,0,0,0,0,10,34,2,20
91,-54,9,0,0,0,0,10,34,2,20
93,-37,9,0,0,0,0,10,34,2,20
57,-16,7,-1,1,0,0,10,34,2,20
18,6,5,-2,4,0,0,10,34,2,20
-14,25,3,-2,4,0,0,10,34,2,20
-39,37,1,-3,9,1,0,10,34,2,20
-54,40,-1,-3,9,1,0,10,34,2,20
-62,32,-3,-3,9,1,0,10,34,2,20
-68,17,-5,-3,9,1,0,10,34,2,20
-72,-2,-7,-3,9,2,0,10,34,2,20
-75,-23,-8,-3,9,2,0,10,34,2,20
-78,-42,-9,-2,4,2,0,10,34,2,20
-78,-58,-9,-2,4,2,0,10,34,2,20
-81,-69,-9,-1,1,2,0,10,34,2,20
-83,-77,-7,0,0,2,0,10,34,2,20
-83,-82,-4,1,1,2,0,10,34,2,20
-82,-86,3,3,9,2,0,10,34,2,20
-81,-88,12,6,36,4,0,10,34,2,20
-79,-90,23,9,81,6,0,10,34,2,20
-77,-91,34,12,144,11,0,10,34,2,20
-74,-91,44,13,169,17,0,10,34,2,20
-72,-91,51,12,144,21,0,10,34,2,20
-69,-90,52,9,81,24,0,10,34,2,20
-66,-88,48,4,16,25,0,10,34,2,20
-63,-86,41,-2,4,25,0,10,34,2,20
-63,-84,31,-7,49,26,0,10,34,2,20
-61,-81,21,-10,100,30,0,10,34,2,20
-59,-78,11,-12,144,35,0,10,34,2,20
-59,-76,3,-12,144,39,0,10,34,2,20
-57,-73,-2,-11,121,43,0,10,34,2,20
-56,-71,-6,-9,81,46,0,10,34,2,20
-55,-70,-9,-7,49,48,0,10,34,2,20
-52,-68,-10,-5,25,48,0,10,34,2,20
-49,-66,-11,-3,9,49,0,10,34,2,20
-46,-64,-11,-2,4,49,0,10,34,2,20
-41,-62,-11,-1,1,48,0,10,34,2,20
-39,-60,-10,0,0,48,0,10,34,2,20
-37,-58,-8,0,0,48,0,10,34,2,20
-35,-55,-6,1,1,48,0,10,34,2,20
-33,-52,-4,2,4,47,0,10,34,2,20
-33,-49,-2,2,4,47,0,10,34,2,20
-33,-46,0,2,4,47,0,10,34,2,20
-31,-43,2,2,4,47,0,10,34,2,20
-29,-41,3,2,4,47,0,10,34,2,20
-27,-39,4,1,1,47,0,10,34,2,20
-24,-38,5,1,1,47,0,10,34,2,20
-20,-36,6,1,1,47,0,10,34,2,20
-19,-34,6,1,1,46,0,10,34,2,20
-19,-32,6,0,0,43,0,10,34,2,20
-19,-30,6,0,0,38,0,10,34,2,20
-17,-28,6,0,0,33,0,10,34,2,20
-18,-26,6,0,0,28,0,10,34,2,20
-18,-24,6,0,0,25,0,10,34,2,20
-17,-23,6,0,0,25,0,10,34,2,20
-20,-22,6,0,0,25,0,10,34,2,20
-24,-21,7,0,0,23,0,10,34,2,20
-28,-22,7,0,0,20,0,10,34,2,20
-36,-23,8,0,0,15,0,10,34,2,20
-43,-24,8,0,0,10,0,10,34,2,20
-53,-27,8,0,0,6,0,10,34,2,20
-62,-32,8,0,0,3,0,10,34,2,20
-68,-37,8,0,0,2,0,10,34,2,20
-74,-44,9,0,0,1,0,10,34,2,20
-77,-51,9,0,0,1,0,10,34,2,20
-82,-59,10,0,0,0,0,10,34,2,20
-87,-67,11,0,0,0,0,10,34,2,20
-91,-74,12,1,1,0,0,10,34,2,20
-94,-81,14,1,1,0,0,10,34,2,20
-95,-87,15,1,1,0,0,10,34,2,20
-96,-92,16,1,1,0,0,10,34,2,20
-98,-96,17,1,1,0,0,10,34,2,20
-97,-100,19,1,1,0,0,10,34,2,20
-96,-103,19,1,1,0,0,10,34,2,20
-94,-105,20,1,1,0,0,10,34,2,20
-92,-107,20,0,0,0,1398,5,36,2,10
-89,-107,20,0,0,0,0,5,36,2,10
-84,-107,18,-1,1,0,0,5,36,2,10
-82,-106,17,-1,1,0,0,5,36,2,10
-83,-104,14,-2,4,0,0,5,36,2,10
-81,-102,12,-3,9,0,0,5,36,2,10
-81,-100,9,-3,9,1,0,5,36,2,10
-79,-98,7,-4,16,1,0,5,36,2,10
-75,-96,4,-4,16,2,0,5,36,2,10
-74,-94,2,-4,16,2,0,5,36,2,10
-73,-92,0,-3,9,2,0,5,36,2,10
-70,-90,-2,-3,9,3,0,5,36,2,10
-69,-88,-3,-3,9,3,0,5,36,2,10
-67,-86,-4,-2,4,3,0,5,36,2,10
-67,-84,-4,-2,4,3,0,5,36,2,10
-66,-82,-4,-1,1,3,0,5,36,2,10
-65,-80,-4,-1,1,3,0,5,36,2,10
-64,-79,-3,0,0,3,0,5,36,2,10
-64,-77,-2,0,0,3,0,5,36,2,10
-62,-76,-1,1,1,3,0,5,36,2,10
-62,-75,0,1,1,3,0,5,36,2,10
-61,-74,2,1,1,4,0,5,36,2,10
-60,-73,3,1,1,4,0,5,36,2,10
-63,-72,4,1,1,4,0,5,36,2,10
-65,-71,5,1,1,4,0,5,36,2,10
-66,-71,6,1,1,4,0,5,36,2,10
-65,-71,7,1,1,4,0,5,36,2,10
-64,-71,8,1,1,4,0,5,36,2,10
-64,-71,9,1,1,4,0,5,36,2,10
-63,-72,10,1,1,4,0,5,36,2,10
-63,-72,10,1,1,4,0,5,36,2,10
